Identifikácia a flow,,,,,,,W11 – údaje o zvierati,,,Interné spracovanie,,
ID,Typ situácie,Kategória,Podkategória,Druh zvieraťa,W02 – akútna vetva,Poradie framov,Univerzálne checkboxy,Druhovo špecifické checkboxy,Placeholder voľného opisu,Interný návrh orgánu,Dôvod prečo tento orgán ,Poznámka pre IT / dizajn
TYR-011,Týrané / zanedbávané,Domáce zvieratá,,Had,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
",• Podozrenie na nelegálny alebo množiteľský chov/predajj,"Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Exotický plaz – welfare posúdi RVPS; držbu, pôvod alebo obchod predbežne SIŽP.",
TYR-012,Týrané / zanedbávané,Domáce zvieratá,,Jašterica,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
",• Podozrenie na nelegálny alebo množiteľský chov/predajj,"Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS + SIŽP,"Exotický plaz – welfare posúdi RVPS; držbu, pôvod alebo obchod predbežne SIŽP.",
TYR-013,Týrané / zanedbávané,Hospodárske zvieratá,,Kôň,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-014,Týrané / zanedbávané,Hospodárske zvieratá,,Somár,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-015,Týrané / zanedbávané,Hospodárske zvieratá,,Krava,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-016,Týrané / zanedbávané,Hospodárske zvieratá,,Ovca,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-017,Týrané / zanedbávané,Hospodárske zvieratá,,Koza,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-018,Týrané / zanedbávané,Hospodárske zvieratá,,Prasa,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-019,Týrané / zanedbávané,Hospodárske zvieratá,,Sliepka,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Nútenie do práce napriek zraneniu alebo chorobe
• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-020,Týrané / zanedbávané,Hospodárske zvieratá,,Kačica,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-021,Týrané / zanedbávané,Hospodárske zvieratá,,Hus,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-022,Týrané / zanedbávané,Hospodárske zvieratá,,Morka,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-023,Týrané / zanedbávané,Hospodárske zvieratá,,Králik,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Dlhodobé držanie bez pohybu
• Bez primeraného prístrešku alebo vody
• Podozrenie na nelegálny alebo neevidovaný chov
• Kruté zaobchádzanie pri manipulácii, preprave alebo usmrcovaní
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
TYR-024,Týrané / zanedbávané,Hospodárske zvieratá,,Holub,Samostatná vetva W02 pred W03. Zobrazí kontakt 158 iba pri akútnom podozrení na trestný čin týrania; copy W02 sa dopracuje osobitne. Po výsledku telefonátu používateľ pokračuje vo flow.,W01 → W03a/W03b → W04 → W06a/W06b → W11 → W24 → interné priradenie orgánu → návrh podnetu → schválenie adminom,"• Je alebo bolo fyzicky týrané – napr. bité, kopané, úmyselne zraňované alebo vystavené inému násilnému zaobchádzaniu
• Nemá dostatok vody alebo vhodnej potravy alebo je podvyživené
• Je zranené alebo choré a nedostáva potrebnú starostlivosť
• Je držané v špinavom, príliš malom, preplnenom alebo nebezpečnom priestore
• Je držané v tme, bez dostatočného vetrania alebo pri nevhodnej teplote
• Nemá primeranú ochranu pred nepriaznivým počasím
• Je opustené alebo ponechané bez potrebnej starostlivosti
","• Preplnené klietky alebo priestory
• Mokrá podstielka, výkaly alebo nedostatočné vetranie
• Zlomeniny a otvorené rany bez ošetrenia
• Uhynuté zvieratá ponechané medzi živými
• Kruté chytanie, preprava alebo usmrcovanie
• Podozrenie na nelegálny alebo neevidovaný chov","Nestačí uviesť iba, že je zviera týrané. Opíšte konkrétne, čo sa so zvieraťom deje alebo dialo, v akých podmienkach je držané a aké následky na ňom pozorujete. Uveďte, kedy ste situáciu videli, odkedy alebo ako často sa opakuje a či ide o vaše osobné pozorovanie. Ak viete, doplňte meno vlastníka, držiteľa alebo osoby, ktorá so zvieraťom zaobchádza. Ak ide o internetový inzerát, video alebo príspevok, vložte odkaz. Oddeľte, čo ste videli osobne, od toho, čo ste sa dozvedeli od iných osôb.

Čo sa stalo, kedy a ako často sa to deje, aké podmienky alebo zranenia ste videli a ako ste sa o situácii dozvedeli…",RVPS,"Hospodárske zviera – ochrana zvierat, podmienky a evidencia chovu.",
